,train_perplexity,val_perplexity,test_perplexity,train_loss,val_loss,overfitting_ratio,generalization_gap,prediction_bias,absolute_bias,bias_variance,prediction_variance,bleu-1,bleu-2,bleu-3,bleu-4,mean_latency,std_latency,mean_memory,std_memory
0,13.07429313659668,12.596652030944824,12.47641372680664,2.569671204595855,2.522677004337311,0.9817119792701513,-0.04699420025854417,-332.72936132983375,333.7633420822397,732641.6737538353,1452.7500099778865,0.16185594436274084,0.03322752866733678,0.01134355794987829,0.005521253744049704,0.004311680793762207,0.000490133864249724,0.0,0.0
