,train_perplexity,val_perplexity,test_perplexity,train_loss,val_loss,overfitting_ratio,generalization_gap,prediction_bias,absolute_bias,bias_variance,prediction_variance,bleu-1,bleu-2,bleu-3,bleu-4,mean_latency,std_latency,mean_memory,std_memory
0,1.4298019409179688,1.6764332056045532,1.6580097675323486,0.35749895373980206,0.518794737259547,1.45117833725785,0.16129578351974488,124.52234470691164,248.68703412073492,521362.4879259109,848319.8979892422,0.00017385611384309197,4.4237332352074284e-05,2.2497412648260883e-05,1.200610252455105e-05,0.001875162124633789,0.0005071095361691066,0.0,0.0
